 2.659833 -68.26694  4.11 187 203 255 "   Eps Hyi"
 2.735389 -13.85861  4.25 187 203 255 " 89Pi  Cet"
 2.749028  10.11417  4.27 249 248 255 " 87Mu  Cet"
 2.751722 -18.57250  4.47 249 248 255 "  1Tau1Eri"
 2.844944  55.89556  3.76 255 219 179 " 15Eta Per"
 2.833056  27.26056  3.63 187 203 255 " 41    Ari"
 2.843083  38.31861  4.23 249 248 255 " 16    Per"
 2.818167 -32.40583  4.46 255 219 179 "   Bet For"
 2.904306  52.76250  3.95 255 246 238 " 18Tau Per"
 2.898028 -49.89028  4.00 255 214 139 "HR 868"
 2.940472  -8.89806  3.89 255 219 179 "  3Eta Eri"
 2.971028 -40.30472  3.24 212 223 255 "   The1Eri"
 2.971194 -40.30444  4.35 212 223 255 "   The2Eri"
 3.038000   4.08972  2.53 255 214 139 " 92Alp Cet"
 3.079944  53.50639  2.93 255 246 238 " 23Gam Per"
 3.039861 -23.62444  4.09 212 223 255 " 11Tau3Eri"
 3.086278  38.84028  3.39 255 214 139 " 25Rho Per"
 3.136139  40.95556  2.12 187 203 255 " 26Bet Per"
 3.151111  49.61333  4.05 255 246 238 "   Iot Per"
 3.158278  44.85722  3.80 255 219 179 " 27Kap Per"
 3.193833  19.72667  4.35 255 219 179 " 57Del Ari"
 3.201194 -28.98694  3.87 249 248 255 "   Alp For"
 3.339000  29.04833  4.47 255 219 179 "HR 999"
 3.325278 -21.75778  3.69 255 214 139 " 16Tau4Eri"
 3.332139 -43.06972  4.27 255 246 238 "HR1008"
 3.405389  49.86111  1.79 249 248 255 " 33Alp Per"
 3.413556   9.02889  3.60 255 246 238 "  1Omi Tau"
 3.484472  59.94028  4.21 187 203 255 "HR1035"
 3.452833   9.73278  3.74 187 203 255 "  2Xi  Tau"
 3.509583  47.99528  4.36 255 219 179 " 35Sig Per"
 3.514556  12.93667  4.11 255 219 179 "  5    Tau"
 3.548833  -9.45833  3.73 255 219 179 " 18Eps Eri"
 3.608167  48.19278  4.23 187 203 255 " 37Psi Per"
 3.563139 -21.63278  4.27 187 203 255 " 19Tau5Eri"
 3.614556   0.40167  4.28 249 248 255 " 10    Tau"
 3.715417  47.78750  3.01 187 203 255 " 39Del Per"
 3.738639  32.28833  3.83 187 203 255 " 38Omi Per"
 3.753222  42.57861  3.77 249 248 255 " 41Nu  Per"
 3.720806  -9.76333  3.54 255 219 179 " 23Del Eri"
 3.747917  24.11333  3.70 187 203 255 " 17    Tau"
 3.753472  24.46722  4.30 187 203 255 " 19    Tau"
 3.763778  24.36778  3.87 187 203 255 " 20    Tau"
 3.825333  65.52611  4.47 255 214 139 "HR1155"
 3.772111  23.94833  4.18 187 203 255 " 23    Tau"
 3.769028 -12.10167  4.42 255 214 139 " 26Pi  Eri"
 3.791417  24.10500  2.87 187 203 255 " 25Eta Tau"
 3.780806 -23.24972  4.23 249 248 255 " 27Tau6Eri"
 3.736667 -64.80694  3.85 255 219 179 "   Bet Ret"
 3.819361  24.05333  3.63 187 203 255 " 27    Tau"
 3.824250 -36.20028  4.17 255 246 238 "HR1195"
 3.902194  31.88361  2.85 187 203 255 " 44Zet Per"
 3.787306 -74.23889  3.24 255 214 139 "   Gam Hyi"
 3.964222  40.01028  2.89 187 203 255 " 45Eps Per"
 3.982750  35.79111  4.04 175 191 255 " 46Xi  Per"
 3.967167 -13.50861  2.95 255 214 139 " 34Gam Eri"
 4.011333  12.49028  3.47 187 203 255 " 35Lam Tau"
 4.052611   5.98917  3.91 212 223 255 " 38Nu  Tau"
 4.078250  22.08194  4.36 255 219 179 " 37    Tau"
 4.109722  50.35139  4.29 212 223 255 " 47Lam Per"
 4.144361  47.71250  4.04 187 203 255 " 48    Per"
 4.197750  -6.83750  4.04 249 248 255 " 38Omi1Eri"
 4.248306  48.40944  4.14 255 246 238 " 51Mu  Per"
 4.258917   8.89222  4.29 187 203 255 " 49Mu  Tau"
 4.254528  -7.65278  4.43 255 219 179 " 40Omi2Eri"
 4.233361 -42.29444  3.86 255 219 179 "   Alp Hor"
 4.240417 -62.47389  3.35 255 246 238 "   Alp Ret"
 4.267111 -51.48667  4.25 249 248 255 "   Gam Dor"
 4.329889  15.62750  3.65 255 219 179 " 54Gam Tau"
 4.298250 -33.79833  3.56 187 203 255 " 41Ups4Eri"
 4.274694 -59.30194  4.44 255 219 179 "   Eps Ret"
 4.382250  17.54250  3.76 255 219 179 " 61Del1Tau"
 4.422806  22.29389  4.22 212 223 255 " 65Kap1Tau"
 4.424833  17.92806  4.29 212 223 255 " 68Del3Tau"
 4.438472  22.81361  4.28 212 223 255 " 69Ups Tau"
 4.400611 -34.01694  3.96 255 219 179 " 43    Eri"
 4.439111  15.61833  4.49 249 248 255 " 71    Tau"
 4.476944  19.18028  3.53 255 246 238 " 74Eps Tau"
 4.476250  15.96222  3.84 255 219 179 " 77The1Tau"
 4.477694  15.87083  3.40 212 223 255 " 78The2Tau"
 4.611500  41.26472  4.25 255 219 179 " 58    Per"
 4.598667  16.50917  0.85 255 219 179 " 87Alp Tau"
 4.594250  10.16083  4.25 212 223 255 " 88    Tau"
 4.605306  -3.35250  3.93 187 203 255 " 48Nu  Eri"
 4.592500 -30.56222  3.82 255 246 238 " 52Ups2Eri"
 4.566611 -55.04500  3.27 212 223 255 "   Alp Dor"
 4.635972  12.51083  4.27 212 223 255 " 90    Tau"
 4.636333 -14.30389  3.87 255 219 179 " 53    Eri"
 4.674028 -19.67167  4.32 255 214 139 " 54    Eri"
 4.704083  22.95694  4.28 187 203 255 " 94Tau Tau"
 4.676028 -41.86389  4.45 249 248 255 "   Alp Cae"
 4.758361  -3.25472  4.02 187 203 255 " 57Mu  Eri"
 4.900833  66.34278  4.29 175 191 255 "  9Alp Cam"
 4.830667   6.96139  3.19 249 248 255 "  1Pi 3Ori"
 4.843528   8.90028  4.36 212 223 255 "  2Pi 2Ori"
 4.853444   5.60500  3.69 187 203 255 "  3Pi 4Ori"
 4.881583  -5.45278  4.39 249 248 255 " 61Ome Eri"
 4.904194   2.44056  3.72 187 203 255 "  8Pi 5Ori"
 4.954778  53.75222  4.47 212 223 255 "  7    Cam"
 4.949889  33.16611  2.69 255 219 179 "  3Iot Aur"
 4.939528  13.51444  4.07 255 219 179 "  9Omi2Ori"
 4.975806   1.71417  4.47 255 219 179 " 10Pi 6Ori"
 5.056972  60.44222  4.03 255 246 238 " 10Bet Cam"
 5.032806  43.82333  2.99 249 248 255 "  7Eps Aur"
 5.041306  41.07583  3.75 255 219 179 "  8Zet Aur"
 5.108583  41.23444  3.17 187 203 255 " 10Eta Aur"
 5.091028 -22.37111  3.19 255 219 179 "  2Eps Lep"
 5.130833  -5.08639  2.79 212 223 255 " 67Bet Eri"
 5.152444  -8.75417  4.27 187 203 255 " 69Lam Eri"
 5.204972 -11.86917  4.45 187 203 255 "  3Iot Lep"
 5.221528   2.86111  4.46 255 219 179 " 17Rho Ori"
 5.215528 -16.20556  3.31 187 203 255 "  5Mu  Lep"
 5.220528 -12.94139  4.36 187 203 255 "  4Kap Lep"
 5.278167  45.99806  0.08 255 246 238 " 13Alp Aur"
 5.242306  -8.20167  0.12 187 203 255 " 19Bet Ori"
 5.293444  -6.84444  3.60 187 203 255 " 20Tau Ori"
 5.326250 -13.17667  4.29 187 203 255 "  6Lam Lep"
 5.399111  -7.80806  4.14 255 246 238 " 29    Ori"
 5.407944  -2.39694  3.36 187 203 255 " 28Eta Ori"
 5.418861   6.34972  1.64 187 203 255 " 24Gam Ori"
 5.438194  28.60750  1.65 187 203 255 "112Bet Tau"
 5.470750 -20.75944  2.84 255 246 238 "  9Bet Lep"
 5.513083   5.94806  4.20 187 203 255 " 32    Ori"
 5.536889  18.59444  4.38 255 214 139 "119    Tau"
 5.533444  -0.29917  2.23 175 191 255 " 34Del Ori"
 5.520194 -35.47056  3.87 255 219 179 "   Eps Col"
 5.545500 -17.82222  2.58 249 248 255 " 11Alp Lep"
 5.580333   9.48944  4.41 187 203 255 " 37Phi1Ori"
 5.585639   9.93417  3.54 175 191 255 " 39Lam Ori"
 5.590556  -5.91000  2.77 175 191 255 " 44Iot Ori"
 5.603556  -1.20194  1.70 187 203 255 " 46Eps Ori"
 5.615083   9.29056  4.09 255 219 179 " 40Phi2Ori"
 5.627417  21.14250  3.00 187 203 255 "123Zet Tau"
 5.560417 -62.48972  3.76 249 248 255 "   Bet Dor"
 5.645778  -2.60000  3.81 175 191 255 " 48Sig Ori"
 5.679306  -1.94278  2.05 175 191 255 " 50Zet Ori"
 5.679333  -1.94278  4.21 187 203 255 " 50Zet Ori"
 5.660806 -34.07417  2.64 187 203 255 "   Alp Col"
 5.741056 -22.44833  3.60 249 248 255 " 13Gam Lep"
 5.782583 -14.82194  3.55 212 223 255 " 14Zet Lep"
 5.795944  -9.66972  2.06 187 203 255 " 53Kap Ori"
 5.858167  39.14861  3.97 255 246 238 " 32Nu  Aur"
 5.746222 -65.73556  4.35 212 223 255 "   Del Dor"
 5.788083 -51.06639  3.85 212 223 255 "   Bet Pic"
 5.855361 -20.87917  3.81 255 219 179 " 15Del Lep"
 5.849333 -35.76833  3.12 255 219 179 "   Bet Col"
 5.906361  20.27611  4.41 255 246 238 " 54Chi1Ori"
 5.919528   7.40694  0.50 255 214 139 " 58Alp Ori"
 5.992111  54.28472  3.72 255 219 179 " 33Del Aur"
 5.940083 -14.16778  3.71 249 248 255 " 16Eta Lep"
 5.992139  44.94750  1.90 212 223 255 " 34Bet Aur"
 5.998917  45.93694  4.26 255 214 139 " 35Pi  Aur"
 5.995361  37.21250  2.62 212 223 255 " 37The Aur"
 5.958944 -35.28333  4.36 187 203 255 "   Gam Col"
 5.985778 -42.81528  3.96 255 219 179 "   Eta Col"
 6.039722   9.64750  4.12 212 223 255 " 61Mu  Ori"
 6.068667  23.26333  4.16 255 246 238 "  1    Gem"
 6.126194  14.76833  4.42 187 203 255 " 67Nu  Ori"
 6.199000  14.20889  4.48 187 203 255 " 70Xi  Ori"
 6.247944  22.50667  3.28 255 214 139 "  7Eta Gem"
 6.256306  29.49806  4.35 255 246 238 " 44Kap Aur"
 6.247583  -6.27472  3.98 255 219 179 "  5Gam Mon"
 6.327056  59.01083  4.48 212 223 255 "  2    Lyn"
 6.275861 -35.14056  4.37 255 219 179 "   Kap Col"
 6.338556 -30.06333  3.02 187 203 255 "  1Zet CMa"
 6.382667  22.51361  2.88 255 214 139 " 13Mu  Gem"
 6.378333 -17.95583  1.98 187 203 255 "  2Bet CMa"
 6.368556 -33.43639  3.85 255 246 238 "   Del Col"
 6.396139   4.59278  4.44 212 223 255 "  8Eps Mon"
 6.399194 -52.69583 -0.72 249 248 255 "   Alp Car"
 6.482722  20.21222  4.15 187 203 255 " 18Nu  Gem"
 6.469472 -32.58000  4.48 187 203 255 "   Lam CMa"
 6.548389   7.33306  4.50 212 223 255 " 13    Mon"
 6.530917 -23.41833  4.33 187 203 255 "  4Xi 1CMa"
 6.628528  16.39917  1.93 212 223 255 " 24Gam Gem"
 6.611389 -19.25583  3.95 255 219 179 "  7Nu 2CMa"
 6.582944 -52.97556  4.39 212 223 255 "HR2435"
 6.631500 -18.23750  4.43 255 219 179 "  8Nu 3CMa"
 6.629361 -43.19611  3.17 187 203 255 "   Nu  Pup"
 6.732194  25.13111  2.98 255 246 238 " 27Eps Gem"
 6.733139  13.22778  4.49 255 219 179 " 30    Gem"
 6.754833  12.89556  3.36 249 248 255 " 31Xi  Gem"
 6.752472 -16.71611 -1.46 212 223 255 "  9Alp CMa"
 6.797667   2.41222  4.47 255 219 179 " 18    Mon"
 6.830694 -32.50861  3.96 187 203 255 " 13Kap CMa"
 6.879806  33.96111  3.60 212 223 255 " 34The Gem"
 6.803167 -61.94139  3.27 212 223 255 "   Alp Pic"
 6.832278 -50.61472  2.93 255 219 179 "   Tau Pup"
 6.830917 -53.62222  4.40 255 246 238 "HR2554"
 6.954583  58.42250  4.35 255 246 238 " 15    Lyn"
 6.903167 -12.03861  4.07 255 219 179 " 14The CMa"
 6.902194 -24.18389  3.87 255 219 179 " 16Omi1CMa"
 6.935611 -17.05417  4.37 187 203 255 " 20Iot CMa"
 6.977083 -28.97222  1.50 187 203 255 " 21Eps CMa"
 7.028639 -27.93472  3.47 255 219 179 " 22Sig CMa"
 7.068472  20.57028  3.79 249 248 255 " 43Zet Gem"
 7.050417 -23.83333  3.02 187 203 255 " 24Omi2CMa"
 7.062639 -15.63333  4.12 187 203 255 " 23Gam CMa"
 7.139861 -26.39333  1.84 249 248 255 " 25Del CMa"
 7.185667  30.24528  4.41 255 219 179 " 46Tau Gem"
 7.197750  -0.49278  4.15 212 223 255 " 22Del Mon"
 7.145806 -70.49889  3.78 255 219 179 "   Gam2Vol"
 7.209333 -46.75944  4.49 249 248 255 "HR2740"
 7.246861 -26.77278  3.85 187 203 255 " 28Ome CMa"
 7.301556  16.54028  3.58 212 223 255 " 54Lam Gem"
 7.285722 -37.09750  2.70 255 219 179 "   Pi  Pup"
 7.335389  21.98222  3.53 249 248 255 " 55Del Gem"
 7.311778 -24.95417  4.40 175 191 255 " 30Tau CMa"
 7.280500 -67.95722  3.98 249 248 255 "   Del Vol"
 7.428778  27.79806  3.79 255 246 238 " 60Iot Gem"
 7.401583 -29.30306  2.45 187 203 255 " 31Eta CMa"
 7.452500   8.28944  2.90 187 203 255 "  3Bet CMi"
 7.485194  31.78444  4.18 249 248 255 " 62Rho Gem"
 7.469389   8.92556  4.32 255 219 179 "  4Gam CMi"
 7.487167 -43.30139  3.25 255 219 179 "   Sig Pup"
 7.576667  31.88861  2.88 212 223 255 " 66Alp Gem"
 7.576667  31.88833  1.98 212 223 255 " 66Alp Gem"
 7.598694  26.89583  4.06 255 214 139 " 69Ups Gem"
 7.567556 -22.29611  4.45 249 248 255 "HR2906"
 7.655028   5.22500  0.38 249 248 255 " 10Alp CMi"
 7.647028 -26.80167  4.50 187 203 255 "HR2948"
 7.687444  -9.55111  3.93 255 219 179 " 26Alp Mon"
 7.721861  28.88361  4.28 255 219 179 " 75Sig Gem"
 7.740778  24.39806  3.57 255 246 238 " 77Kap Gem"
 7.755250  28.02611  1.14 255 219 179 " 78Bet Gem"
 7.730139 -28.95472  3.96 212 223 255 "  3    Pup"
 7.754250 -37.96861  3.61 255 219 179 "HR3017"
 7.697000 -72.60611  3.95 255 219 179 "   Zet Vol"
 7.801444 -25.93722  4.50 187 203 255 "   Omi Pup"
 7.821583 -24.85972  3.34 255 246 238 "  7Xi  Pup"
 7.820639 -46.37333  4.11 187 203 255 "HR3055"
 7.870278 -40.57583  3.73 255 219 179 "HR3080"
 7.877417 -38.86306  4.49 187 203 255 "HR3084"
 7.888389 -48.10306  4.24 187 203 255 "HR3090"
 7.947639 -22.88000  4.20 249 248 255 " 11    Pup"
 7.946306 -52.98222  3.47 187 203 255 "   Chi Car"
 7.970667 -49.24500  4.41 187 203 255 "HR3129"
 8.037750   2.33444  4.39 255 219 179 "HR3145"
 8.059750 -40.00333  2.25 175 191 255 "   Zet Pup"
 8.125722 -24.30417  2.81 249 248 255 " 15Rho Pup"
 8.143222  -2.98389  4.34 255 246 238 " 29Zet Mon"
 8.150444 -19.24500  4.40 187 203 255 " 16    Pup"
 8.158139 -47.34583  4.27 187 203 255 "   Gam1Vel"
 8.158889 -47.33667  1.78 255 244 234 "   Gam2Vel"
 8.132167 -68.61722  4.35 187 203 255 "   Eps Vol"
 8.189306 -39.61861  4.45 255 219 179 "HR3225"
 8.234139 -40.34806  4.44 255 219 179 "HR3243"
 8.275250   9.18556  3.52 255 219 179 " 17Bet Cnc"
 8.309250 -36.65944  4.45 212 223 255 "HR3270"
 8.380583  43.18806  4.25 255 219 179 " 31    Lyn"
 8.375222 -59.50972  1.86 255 219 179 "   Eps Car"
 8.427667  -3.90639  3.90 212 223 255 "HR3314"
 8.308778 -76.91972  4.07 249 248 255 "   Alp Cha"
 8.504417  60.71806  3.36 255 246 238 "  1Omi UMa"
 8.344028 -77.48444  4.35 255 219 179 "   The Cha"
 8.428944 -66.13694  3.77 255 219 179 "   Bet Vol"
 8.627611   5.70361  4.16 212 223 255 "  4Del Hya"
 8.645944   3.34139  4.44 255 219 179 "  5Sig Hya"
 8.627417 -42.98917  4.14 212 223 255 "HR3426"
 8.668389 -35.30833  3.97 255 246 238 "   Bet Pyx"
 8.677111 -46.64889  3.84 249 248 255 "HR3445"
 8.671556 -52.92194  3.62 187 203 255 "HR3447"
 8.720417   3.39861  4.30 187 203 255 "  7Eta Hya"
 8.676944 -59.76111  4.33 187 203 255 "HR3457"
 8.744750  18.15417  3.94 255 219 179 " 47Del Cnc"
 8.726528 -33.18639  3.68 187 203 255 "   Alp Pyx"
 8.778278  28.76000  4.02 255 246 238 " 48Iot Cnc"
 8.740000 -42.64917  4.07 255 246 238 "HR3477"
 8.779611   6.41889  3.38 255 246 238 " 11Eps Hya"
 8.772917 -13.54778  4.32 255 246 238 " 12    Hya"
 8.745056 -54.70833  1.96 212 223 255 "   Del Vel"
 8.767139 -46.04167  3.91 212 223 255 "HR3487"
 8.807222   5.83778  4.36 212 223 255 " 13Rho Hya"
 8.778472 -56.76972  4.49 187 203 255 "HR3498"
 8.842194 -27.71000  4.01 255 219 179 "   Gam Pyx"
 8.923222   5.94556  3.11 255 246 238 " 16Zet Hya"
 8.986778  48.04167  3.14 212 223 255 "  9Iot UMa"
 8.917444 -60.64472  3.84 187 203 255 "HR3571"
 8.974778  11.85778  4.25 212 223 255 " 65Alp Cnc"
 9.010667  41.78278  3.97 249 248 255 "HR3579"
 9.001500 -41.25389  4.45 255 246 238 "HR3591"
 9.060417  47.15667  3.60 212 223 255 " 12Kap UMa"
 9.069250 -47.09778  3.75 255 219 179 "HR3614"
 9.040778 -66.39611  4.00 212 223 255 "   Alp Vol"
 9.147861  51.60472  4.48 249 248 255 " 15    UMa"
 9.133278 -43.43250  2.21 255 219 179 "   Lam Vel"
 9.085778 -72.60278  4.48 249 248 255 "HR3643"
 9.182778 -58.96694  3.44 187 203 255 "HR3659"
 9.187944 -62.31722  3.97 187 203 255 "HR3663"
 9.239417   2.31417  3.88 187 203 255 " 22The Hya"
 9.220000 -69.71722  1.68 212 223 255 "   Bet Car"
 9.314083  36.80250  3.82 212 223 255 " 38    Lyn"
 9.270056 -57.54139  4.34 255 214 139 "HR3696"
 9.284833 -59.27528  2.25 212 223 255 "   Iot Car"
 9.350917  34.39250  3.13 255 219 179 " 40Alp Lyn"
 9.410917  26.18222  4.46 255 219 179 "  1Kap Leo"
 9.368556 -55.01083  2.50 187 203 255 "   Kap Vel"
 9.459778  -8.65861  1.98 255 219 179 " 30Alp Hya"
 9.618111  81.32639  4.29 255 219 179 "HR3751"
 9.525472  63.06194  3.67 249 248 255 " 23    UMa"
 9.528667  22.96806  4.31 255 219 179 "  4Lam Leo"
 9.547611  51.67722  3.17 249 248 255 " 25The UMa"
 9.511667 -40.46667  3.60 249 248 255 "   Psi Vel"
 9.580417  52.05139  4.50 212 223 255 " 26    UMa"
 9.520361 -57.03444  3.13 255 219 179 "HR3803"
 9.574083 -59.22944  4.08 187 203 255 "HR3825"
 9.613778 -49.35528  4.35 212 223 255 "HR3836"
 9.664278  -1.14278  3.91 255 219 179 " 35Iot Hya"
 9.685833   9.89222  3.52 249 248 255 " 14Omi Leo"
 9.764194  23.77417  2.98 255 246 238 " 17Eps Leo"
 9.754111 -62.50778  3.69 255 246 238 "HR3884"
 9.849833  59.03861  3.80 249 248 255 " 29Ups UMa"
 9.785028 -65.07194  3.01 212 223 255 "   Ups Car"
 9.857972 -14.84667  4.12 255 246 238 " 39Ups1Hya"
 9.879389  26.00694  3.88 255 219 179 " 24Mu  Leo"
 9.947722 -54.56778  3.54 187 203 255 "   Phi Vel"
10.123833  35.24472  4.48 212 223 255 " 21    LMi"
10.122222  16.76278  3.52 212 223 255 " 30Eta Leo"
10.131750   9.99750  4.37 255 219 179 " 31    Leo"
10.132306  -0.37167  4.49 212 223 255 " 15Alp Sex"
10.139528  11.96722  1.35 187 203 255 " 32Alp Leo"
10.176472 -12.35417  3.61 255 219 179 " 41Lam Hya"
10.245611 -42.12194  3.85 212 223 255 "HR4023"
10.278167  23.41722  3.44 249 248 255 " 36Zet Leo"
10.284944  42.91444  3.45 212 223 255 " 33Lam UMa"
10.228944 -70.03806  3.32 187 203 255 "   Ome Car"
10.284722 -61.33222  3.40 255 219 179 "HR4050"
10.332861  19.84167  2.61 255 219 179 " 41Gam1Leo"
10.332944  19.84056  3.80 255 246 238 " 41Gam2Leo"
10.372139  41.49944  3.05 255 214 139 " 34Mu  UMa"
10.348556 -56.04306  4.50 187 203 255 "HR4074"
10.434833 -16.83639  3.81 255 219 179 " 42Mu  Hya"
10.464722  36.70722  4.21 255 246 238 " 31Bet LMi"
10.406583 -74.03167  4.00 249 248 255 "HR4102"
10.452528 -31.06778  4.25 255 219 179 "   Alp Ant"
10.464639 -58.73944  3.82 249 248 255 "HR4114"
10.546861   9.30667  3.85 187 203 255 " 47Rho Leo"
10.533722 -61.68528  3.32 187 203 255 "HR4140"
10.593139 -57.55778  4.45 255 219 179 "HR4159"
10.621694 -48.22583  3.84 249 248 255 "HR4167"
10.591139 -78.60778  4.11 255 214 139 "   Gam Cha"
10.655111 -55.60333  4.28 255 246 238 "HR4180"
10.715944 -64.39444  2.76 187 203 255 "   The Car"
10.779500 -49.42000  2.69 255 246 238 "   Mu  Vel"
10.827083 -16.19361  3.11 255 219 179 "   Nu  Hya"
10.763000 -80.54028  4.45 187 203 255 "   Del2Cha"
10.888528  34.21500  3.83 255 219 179 " 46    LMi"
10.891556 -58.85333  3.78 255 219 179 "HR4257"
10.926889  24.74972  4.50 212 223 255 " 54    Leo"
10.996250 -18.29889  4.08 255 219 179 "  7Alp Crt"
11.002583 -42.22583  4.39 212 223 255 "HR4293"
11.030694  56.38250  2.37 212 223 255 " 48Bet UMa"
11.038833  20.17972  4.42 212 223 255 " 60    Leo"
11.062139  61.75083  1.79 255 219 179 " 50Alp UMa"
11.161056  44.49861  3.01 255 219 179 " 52Psi UMa"
11.143167 -58.97500  3.91 255 246 238 "HR4337"
11.194306 -22.82583  4.48 212 223 255 " 11Bet Crt"
11.235139  20.52361  2.56 212 223 255 " 68Del Leo"
11.237333  15.42944  3.34 212 223 255 " 70The Leo"
11.277694  -3.65167  4.47 212 223 255 " 74Phi Leo"
11.303056  31.52917  4.41 255 246 238 " 53Xi  UMa"
11.307972  33.09417  3.48 255 219 179 " 54Nu  UMa"
11.322361 -14.77861  3.56 255 246 238 " 12Del Crt"
11.352278   6.02944  4.05 187 203 255 " 77Sig Leo"
11.350111 -54.49111  3.89 187 203 255 "   Pi  Cen"
11.398750  10.52917  3.94 249 248 255 " 78Iot Leo"
11.414694 -17.68389  4.08 212 223 255 " 15Gam Crt"
11.523389  69.33111  3.84 255 214 139 "  1Lam Dra"
11.550028 -31.85778  3.54 255 246 238 "   Xi  Hya"
11.596333 -63.01972  3.13 187 203 255 "   Lam Cen"
11.615806  -0.82389  4.30 255 246 238 " 91Ups Leo"
11.764333   6.52944  4.03 255 214 139 "  3Nu  Vir"
11.767500  47.77944  3.71 255 219 179 " 63Chi UMa"
11.760111 -66.72861  3.64 212 223 255 "   Lam Mus"
11.775222 -61.17833  4.11 255 246 238 "HR4522"
